link_id,periodo,demanda_kwh,num_veiculos,perfil,descricao
6,5,105,4,unicamp,Manhã - chegada alunos - reduzida 50%
6,6,210,7,unicamp,Manhã - pico entrada - reduzida 50%
6,7,285,10,unicamp,Manhã - aulas iniciam - reduzida 50%
6,8,255,9,unicamp,Manhã - estável - reduzida 50%
6,9,225,8,unicamp,Meio-dia - intervalo - reduzida 50%
6,10,210,7,unicamp,Meio-dia - almoço - reduzida 50%
6,11,210,7,unicamp,Meio-dia - retorno - reduzida 50%
6,12,240,8,unicamp,Tarde - aulas - reduzida 50%
6,13,255,9,unicamp,Tarde - laboratórios - reduzida 50%
6,14,270,9,unicamp,Tarde - alto - reduzida 50%
6,15,255,9,unicamp,Tarde - fim aulas - reduzida 50%
6,16,225,8,unicamp,Noite - saída parcial - reduzida 50%
6,17,195,7,unicamp,Noite - aulas noturnas - reduzida 50%
6,18,165,6,unicamp,Noite - decrescente - reduzida 50%
6,19,120,4,unicamp,Noite - baixo - reduzida 50%
6,20,90,3,unicamp,Noite - poucos - reduzida 50%
6,21,60,2,unicamp,Noite - biblioteca - reduzida 50%
6,22,45,2,unicamp,Noite tardia - reduzida 50%
6,23,30,1,unicamp,Noite tardia - reduzida 50%
7,0,23,1,barao_comercio,Madrugada - reduzida 50%
7,1,15,1,barao_comercio,Madrugada - reduzida 50%
7,2,15,1,barao_comercio,Madrugada - reduzida 50%
7,3,15,1,barao_comercio,Madrugada - reduzida 50%
7,4,30,1,barao_comercio,Início - reduzida 50%
7,5,75,3,barao_comercio,Manhã cedo - reduzida 50%
7,6,150,5,barao_comercio,Manhã - reduzida 50%
7,7,195,7,barao_comercio,Manhã - pico - reduzida 50%
7,8,180,6,barao_comercio,Manhã - reduzida 50%
7,9,150,5,barao_comercio,Meio-dia - reduzida 50%
7,10,135,5,barao_comercio,Meio-dia - reduzida 50%
7,11,135,5,barao_comercio,Meio-dia - reduzida 50%
7,12,150,5,barao_comercio,Tarde - reduzida 50%
7,13,180,6,barao_comercio,Tarde - reduzida 50%
7,14,210,7,barao_comercio,Tarde - reduzida 50%
7,15,225,8,barao_comercio,Tarde - pico - reduzida 50%
7,16,210,7,barao_comercio,Noite início - reduzida 50%
7,17,180,6,barao_comercio,Noite - reduzida 50%
7,18,150,5,barao_comercio,Noite - reduzida 50%
7,19,120,4,barao_comercio,Noite - reduzida 50%
7,20,90,3,barao_comercio,Noite - reduzida 50%
7,21,60,2,barao_comercio,Noite - reduzida 50%
7,22,45,2,barao_comercio,Noite tardia - reduzida 50%
7,23,30,1,barao_comercio,Noite tardia - reduzida 50%
8,0,23,1,nova_campinas_alto,Madrugada - reduzida 50%
8,1,15,1,nova_campinas_alto,Madrugada - reduzida 50%
8,2,15,1,nova_campinas_alto,Madrugada - reduzida 50%
8,3,15,1,nova_campinas_alto,Madrugada - reduzida 50%
8,4,30,1,nova_campinas_alto,Início - reduzida 50%
8,5,60,2,nova_campinas_alto,Manhã cedo - saída trabalho - reduzida 50%
8,6,120,4,nova_campinas_alto,Manhã - pico saída - reduzida 50%
8,7,150,5,nova_campinas_alto,Manhã - alto - reduzida 50%
8,8,120,4,nova_campinas_alto,Manhã - moderado - reduzida 50%
8,9,90,3,nova_campinas_alto,Meio-dia - baixo - reduzida 50%
8,10,75,3,nova_campinas_alto,Meio-dia - mínimo - reduzida 50%
8,11,75,3,nova_campinas_alto,Meio-dia - mínimo - reduzida 50%
8,12,90,3,nova_campinas_alto,Tarde - início retorno - reduzida 50%
8,13,120,4,nova_campinas_alto,Tarde - crescente - reduzida 50%
8,14,150,5,nova_campinas_alto,Tarde - retorno - reduzida 50%
8,15,195,7,nova_campinas_alto,Tarde - pico retorno - reduzida 50%
8,16,240,8,nova_campinas_alto,Noite - chegada - reduzida 50%
8,17,285,10,nova_campinas_alto,Noite - pico máximo - reduzida 50%
8,18,270,9,nova_campinas_alto,Noite - alto - reduzida 50%
8,19,225,8,nova_campinas_alto,Noite - estável - reduzida 50%
8,20,165,6,nova_campinas_alto,Noite - decrescente - reduzida 50%
8,21,105,4,nova_campinas_alto,Noite - baixo - reduzida 50%
8,22,60,2,nova_campinas_alto,Noite tardia - reduzida 50%
8,23,38,1,nova_campinas_alto,Noite tardia - reduzida 50%
9,0,15,1,nova_campinas_cond,Madrugada - reduzida 50%
9,1,15,1,nova_campinas_cond,Madrugada - reduzida 50%
9,2,15,1,nova_campinas_cond,Madrugada - reduzida 50%
9,3,15,1,nova_campinas_cond,Madrugada - reduzida 50%
9,4,23,1,nova_campinas_cond,Início - reduzida 50%
9,5,45,2,nova_campinas_cond,Manhã cedo - reduzida 50%
9,6,90,3,nova_campinas_cond,Manhã - saída - reduzida 50%
9,7,120,4,nova_campinas_cond,Manhã - pico - reduzida 50%
9,8,90,3,nova_campinas_cond,Manhã - reduzida 50%
9,9,60,2,nova_campinas_cond,Meio-dia - reduzida 50%
9,10,60,2,nova_campinas_cond,Meio-dia - reduzida 50%
9,11,60,2,nova_campinas_cond,Meio-dia - reduzida 50%
9,12,75,3,nova_campinas_cond,Tarde - reduzida 50%
9,13,90,3,nova_campinas_cond,Tarde - reduzida 50%
9,14,120,4,nova_campinas_cond,Tarde - reduzida 50%
9,15,150,5,nova_campinas_cond,Tarde - retorno - reduzida 50%
9,16,195,7,nova_campinas_cond,Noite - chegada - reduzida 50%
9,17,240,8,nova_campinas_cond,Noite - pico - reduzida 50%
9,18,225,8,nova_campinas_cond,Noite - alto - reduzida 50%
9,19,180,6,nova_campinas_cond,Noite - reduzida 50%
9,20,135,5,nova_campinas_cond,Noite - reduzida 50%
9,21,90,3,nova_campinas_cond,Noite - reduzida 50%
9,22,45,2,nova_campinas_cond,Noite tardia - reduzida 50%
9,23,30,1,nova_campinas_cond,Noite tardia - reduzida 50%
10,0,38,1,guanabara_corredor,Madrugada - reduzida 50%
10,1,30,1,guanabara_corredor,Madrugada - reduzida 50%
10,2,23,1,guanabara_corredor,Madrugada - reduzida 50%
10,3,23,1,guanabara_corredor,Madrugada - reduzida 50%
10,4,45,2,guanabara_corredor,Início - reduzida 50%
10,5,105,4,guanabara_corredor,Manhã cedo - reduzida 50%
10,6,195,7,guanabara_corredor,Manhã - reduzida 50%
10,7,255,9,guanabara_corredor,Manhã - pico - reduzida 50%
10,8,240,8,guanabara_corredor,Manhã - reduzida 50%
10,9,195,7,guanabara_corredor,Meio-dia - reduzida 50%
10,10,180,6,guanabara_corredor,Meio-dia - reduzida 50%
10,11,180,6,guanabara_corredor,Meio-dia - reduzida 50%
10,12,195,7,guanabara_corredor,Tarde - reduzida 50%
10,13,240,8,guanabara_corredor,Tarde - reduzida 50%
10,14,285,10,guanabara_corredor,Tarde - alto - reduzida 50%
10,15,315,11,guanabara_corredor,Tarde - pico - reduzida 50%
10,16,345,12,guanabara_corredor,Noite início - reduzida 50%
10,17,375,13,guanabara_corredor,Noite - máximo - reduzida 50%
10,18,345,12,guanabara_corredor,Noite - alto - reduzida 50%
10,19,285,10,guanabara_corredor,Noite - reduzida 50%
10,20,210,7,guanabara_corredor,Noite - reduzida 50%
10,21,135,5,guanabara_corredor,Noite - reduzida 50%
10,22,75,3,guanabara_corredor,Noite tardia - reduzida 50%
10,23,45,2,guanabara_corredor,Noite tardia - reduzida 50%
11,0,45,2,dom_pedro_shopping,Madrugada - segurança - reduzida 50%
11,1,38,1,dom_pedro_shopping,Madrugada - reduzida 50%
11,2,30,1,dom_pedro_shopping,Madrugada - reduzida 50%
11,3,30,1,dom_pedro_shopping,Madrugada - reduzida 50%
11,4,53,2,dom_pedro_shopping,Início - funcionários - reduzida 50%
11,5,120,4,dom_pedro_shopping,Manhã - abertura próxima - reduzida 50%
11,6,210,7,dom_pedro_shopping,Manhã - abertura - reduzida 50%
11,7,285,10,dom_pedro_shopping,Manhã - movimento - reduzida 50%
11,8,330,11,dom_pedro_shopping,Manhã - crescente - reduzida 50%
11,9,375,13,dom_pedro_shopping,Meio-dia - almoço início - reduzida 50%
11,10,405,14,dom_pedro_shopping,Meio-dia - pico almoço - reduzida 50%
11,11,405,14,dom_pedro_shopping,Meio-dia - pico almoço - reduzida 50%
11,12,375,13,dom_pedro_shopping,Tarde - movimento - reduzida 50%
11,13,420,14,dom_pedro_shopping,Tarde - crescente - reduzida 50%
11,14,465,16,dom_pedro_shopping,Tarde - alto - reduzida 50%
11,15,510,17,dom_pedro_shopping,Tarde - pré-pico - reduzida 50%
11,16,555,19,dom_pedro_shopping,Noite - pico início - reduzida 50%
11,17,600,20,dom_pedro_shopping,Noite - pico máximo - reduzida 50%
11,18,570,19,dom_pedro_shopping,Noite - pico - reduzida 50%
11,19,510,17,dom_pedro_shopping,Noite - alto - reduzida 50%
11,20,405,14,dom_pedro_shopping,Noite - fechamento - reduzida 50%
11,21,255,9,dom_pedro_shopping,Noite - pós-fechamento - reduzida 50%
11,22,150,5,dom_pedro_shopping,Noite tardia - reduzida 50%
11,23,90,3,dom_pedro_shopping,Noite tardia - reduzida 50%
12,0,30,1,swift_industrial,Madrugada - turno noite - reduzida 50%
12,1,30,1,swift_industrial,Madrugada - reduzida 50%
12,2,30,1,swift_industrial,Madrugada - reduzida 50%
12,3,30,1,swift_industrial,Madrugada - reduzida 50%
12,4,45,2,swift_industrial,Madrugada - troca turno - reduzida 50%
12,5,120,4,swift_industrial,Manhã - entrada turno dia - reduzida 50%
12,6,210,7,swift_industrial,Manhã - pico entrada - reduzida 50%
12,7,240,8,swift_industrial,Manhã - turno completo - reduzida 50%
12,8,225,8,swift_industrial,Manhã - estável - reduzida 50%
12,9,210,7,swift_industrial,Meio-dia - intervalo - reduzida 50%
12,10,195,7,swift_industrial,Meio-dia - almoço - reduzida 50%
12,11,195,7,swift_industrial,Meio-dia - retorno - reduzida 50%
12,12,210,7,swift_industrial,Tarde - turno - reduzida 50%
12,13,225,8,swift_industrial,Tarde - produção - reduzida 50%
12,14,240,8,swift_industrial,Tarde - alta - reduzida 50%
12,15,225,8,swift_industrial,Tarde - fim turno - reduzida 50%
12,16,195,7,swift_industrial,Noite - troca turno - reduzida 50%
12,17,150,5,swift_industrial,Noite - turno noite - reduzida 50%
12,18,120,4,swift_industrial,Noite - reduzido - reduzida 50%
12,19,90,3,swift_industrial,Noite - baixo - reduzida 50%
12,20,75,3,swift_industrial,Noite - mínimo - reduzida 50%
12,21,60,2,swift_industrial,Noite - mínimo - reduzida 50%
12,22,45,2,swift_industrial,Noite tardia - reduzida 50%
12,23,38,1,swift_industrial,Noite tardia - reduzida 50%
13,0,23,1,swift_logistica,Madrugada - carga/descarga - reduzida 50%
13,1,23,1,swift_logistica,Madrugada - reduzida 50%
13,2,30,1,swift_logistica,Madrugada - início movimento - reduzida 50%
13,3,38,1,swift_logistica,Madrugada - crescente - reduzida 50%
13,4,60,2,swift_logistica,Início - pico logística - reduzida 50%
13,5,120,4,swift_logistica,Manhã - alta movimentação - reduzida 50%
13,6,180,6,swift_logistica,Manhã - pico operação - reduzida 50%
13,7,210,7,swift_logistica,Manhã - máximo - reduzida 50%
13,8,195,7,swift_logistica,Manhã - alto - reduzida 50%
13,9,180,6,swift_logistica,Meio-dia - estável - reduzida 50%
13,10,165,6,swift_logistica,Meio-dia - intervalo - reduzida 50%
13,11,165,6,swift_logistica,Meio-dia - retorno - reduzida 50%
13,12,180,6,swift_logistica,Tarde - operação - reduzida 50%
13,13,195,7,swift_logistica,Tarde - crescente - reduzida 50%
13,14,210,7,swift_logistica,Tarde - alto - reduzida 50%
13,15,195,7,swift_logistica,Tarde - expedição - reduzida 50%
13,16,165,6,swift_logistica,Noite - fim expedição - reduzida 50%
13,17,120,4,swift_logistica,Noite - reduzido - reduzida 50%
13,18,90,3,swift_logistica,Noite - baixo - reduzida 50%
13,19,60,2,swift_logistica,Noite - mínimo - reduzida 50%
13,20,45,2,swift_logistica,Noite - muito baixo - reduzida 50%
13,21,38,1,swift_logistica,Noite - segurança - reduzida 50%
13,22,30,1,swift_logistica,Noite tardia - reduzida 50%
13,23,23,1,swift_logistica,Noite tardia - reduzida 50%
14,0,23,1,vila_industrial,Madrugada - reduzida 50%
14,1,23,1,vila_industrial,Madrugada - reduzida 50%
14,2,23,1,vila_industrial,Madrugada - reduzida 50%
14,3,30,1,vila_industrial,Madrugada - preparação - reduzida 50%
14,4,60,2,vila_industrial,Início - entrada - reduzida 50%
14,5,135,5,vila_industrial,Manhã - pico entrada - reduzida 50%
14,6,195,7,vila_industrial,Manhã - turno completo - reduzida 50%
14,7,210,7,vila_industrial,Manhã - produção - reduzida 50%
14,8,195,7,vila_industrial,Manhã - estável - reduzida 50%
14,9,180,6,vila_industrial,Meio-dia - intervalo - reduzida 50%
14,10,165,6,vila_industrial,Meio-dia - almoço - reduzida 50%
14,11,165,6,vila_industrial,Meio-dia - retorno - reduzida 50%
14,12,180,6,vila_industrial,Tarde - produção - reduzida 50%
14,13,195,7,vila_industrial,Tarde - alta - reduzida 50%
14,14,210,7,vila_industrial,Tarde - pico - reduzida 50%
14,15,195,7,vila_industrial,Tarde - fim turno - reduzida 50%
14,16,150,5,vila_industrial,Noite - saída - reduzida 50%
14,17,105,4,vila_industrial,Noite - turno noite - reduzida 50%
14,18,75,3,vila_industrial,Noite - reduzido - reduzida 50%
14,19,60,2,vila_industrial,Noite - baixo - reduzida 50%
14,20,45,2,vila_industrial,Noite - mínimo - reduzida 50%
14,21,38,1,vila_industrial,Noite - mínimo - reduzida 50%
14,22,30,1,vila_industrial,Noite tardia - reduzida 50%
14,23,23,1,vila_industrial,Noite tardia - reduzida 50%
